OBJECTID,StaType,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,DateModif,lon,lat,x,y
525,Platform with Shelter,TRAIN,06450,CT,Meriden, ,60 State Street, ,MDN,"Meriden, CT", , ,2018-06-15T07:04:18,-72.800678,41.539385,-72.8006780003138,41.5393850002118
526,Curbside Bus Stop only (no shelter),BUS,95345,CA,Midpines, ,6979 Highway 140, ,MDP,"Midpines, CA", , ,2018-09-26T04:05:01,-119.920202,37.544143,-119.920202000301,37.54414299984
527,Platform with Shelter,TRAIN,93638,CA,Madera, ,18770 Road 26, ,MDR,"Madera, CA", , ,2017-11-11T04:06:43,-120.07498,37.022471,-120.074979999888,37.0224710002054
528,Station Building (with waiting room),TRAIN,06443,CT,Madison, ,79 Bradley Road, ,MDS,"Madison, CT", , ,2024-08-18T02:00:04,-72.59704,41.283527,-72.5970400000098,41.2835269998427
529,Station Building (with waiting room),TRAIN,61342,IL,Mendota, ,783 Main Street, ,MDT,"Mendota, IL", , ,2017-11-11T04:06:43,-89.11792,41.549584,-89.117920000398,41.54958400012
530,Curbside Bus Stop only (no shelter),BUS,42431,KY,Madisonville, ,99 Free Henry Ford Road, ,MDV,"Madisonville, KY", , ,2023-01-03T12:18:53,-87.450266,37.256047,-87.4502660003923,37.2560470002634
531,Curbside Bus Stop only (no shelter),BUS,98272,WA,Monroe, ,19746 US Highway 2,Grocery Outlet,MEE,"Monroe - Eastbound, WA",Grocery Outlet, ,2019-02-16T07:03:16,-121.966252,47.858216,-121.966251999963,47.8582159999537
532,Station Building (with waiting room),TRAIN,39301,MS,Meridian, ,1901 Front Street,Union Station,MEI,"Meridian, MS",Union Station,Union Station,2018-07-06T07:04:34,-88.696568,32.364166,-88.6965680002609,32.3641659998166
533,Station Building (with waiting room),TRAIN,38103,TN,Memphis,Main and Carolina Entrance,545 South Main Street,Central Station,MEM,"Memphis, TN",Central Station, ,2019-07-09T04:03:16,-90.059109,35.132458,-90.0591090002163,35.1324579997574
534,Station Building (with waiting room),TRAIN,08830,NJ,Iselin, ,100 Middlesex-Essex Turnpike, ,MET,"Metropark, NJ", ,iselin,2019-08-19T04:03:26,-74.329583,40.568056,-74.3295829996733,40.5680559997265
535,Curbside Bus Stop only (no shelter),BUS,98272,WA,Monroe, ,19721 US Highway 2,Shell gas station,MEW,"Monroe - Westbound, WA",Shell gas station, ,2019-02-16T07:03:16,-121.966193,47.858463,-121.966193000412,47.8584629999689
536,Curbside Bus Stop only (no shelter),BUS,97504,OR,Medford, ,1000 Terminal Loop Parkway,Rogue Valley Int'l Airport,MFA,"Medford, OR",Rogue Valley Int'l Airport, ,2019-02-14T07:03:23,-122.874414,42.367913,-122.874413999983,42.3679130002136
537,Station Building (with waiting room),BUS,97501,OR,Medford, ,220 S. Front Street,Front Street Station,MFR,"Medford, OR",Front Street Station, ,2024-08-10T02:00:00,-122.871538,42.324198,-122.871537999584,42.3241979998963
538,Station Building (with waiting room),BUS,36104,AL,Montgomery, ,495 Molton Street, ,MGM,"Montgomery, AL", , ,2019-07-13T04:03:14,-86.314801,32.379465,-86.3148009996161,32.3794650000619
539,Platform with Shelter,BUS,95037,CA,Morgan Hill, ,17300 Depot Street, ,MHC,"Morgan Hill, CA", , ,2018-09-26T04:05:01,-121.650004,37.130085,-121.650004000182,37.1300849996557
540,Curbside Bus Stop only (no shelter),BUS,28557,NC,Morehead City, ,1001 Arendell Street, ,MHD,"Morehead City, NC", , ,2018-09-27T07:04:56,-76.71568,34.721383,-76.7156800003618,34.7213830000902
541,Station Building (with waiting room),TRAIN,75670,TX,Marshall, ,800 North Washington Street, ,MHL,"Marshall, TX", , ,2018-09-15T04:04:48,-94.366995,32.551549,-94.3669950000773,32.551548999693
542,Station Building (with waiting room),BUS,03101,NH,Manchester, ,119 Canal Street, ,MHT,"Manchester, NH", , ,2018-09-27T04:05:18,-71.466051,42.986893,-71.4660509997654,42.9868929997332
543,Station Building (with waiting room),BUS,02557,MA,Oak Bluffs, ,1 Seaview Avenue, ,MHV,"Martha's Vineyard, MA", , ,2023-09-10T07:00:00,-70.555989,41.45793,-70.5559890000376,41.457930000106
544,Station Building (with waiting room),TRAIN,33147,FL,Miami, ,8303 NW 37th Avenue, ,MIA,"Miami, FL", , ,2017-11-11T04:06:47,-80.257759,25.849554,-80.2577590000964,25.8495540003081
545,Platform with Shelter,TRAIN,17057,PA,Middletown, ,270 West Emaus Street, ,MID,"Middletown, PA", , ,2022-06-11T02:03:53,-76.736482,40.195658,-76.7364819999353,40.1956579999031
546,Curbside Bus Stop only (no shelter),BUS,17059,PA,Mifflintown, ,9 Stop Plaza Drive, ,MIF,"Mifflintown, PA", , ,2018-09-27T04:05:19,-77.375012,40.578793,-77.3750120003285,40.5787929997242
547,Station Building (with waiting room),TRAIN,75773,TX,Mineola, ,115 East Front Street, ,MIN,"Mineola, TX", , ,2017-11-11T04:06:48,-95.4891,32.662049,-95.4890999999283,32.6620489997852
548,Curbside Bus Stop only (no shelter),BUS,05753,VT,Middlebury, ,130 Storrs Avenue,Middlebury College,MIY,"Middlebury, VT",Middlebury College, ,2022-03-16T07:04:11,-73.174466,44.010209,-73.1744660000924,44.0102089998046
549,Platform with Shelter,TRAIN,17552,PA,Mount Joy, ,25 South Market Street, ,MJY,"Mount Joy, PA", , ,2019-08-24T04:03:37,-76.503443,40.109165,-76.5034430000698,40.1091650000098
550,Station Building (with waiting room),TRAIN,53221,WI,Milwaukee, ,5601 South 6th Street,General Mitchell Int'l Airport,MKA,"Milwaukee Airport-Trains, WI",General Mitchell Int'l Airport,"General Mitchell,Mitchell",2019-07-01T07:03:27,-87.924359,42.940583,-87.9243589999553,42.940582999739
551,Curbside Bus Stop only (no shelter),BUS,53207,WI,Milwaukee, ,5300 South Howell Avenue,General Mitchell Int'l Airport,MKB,"Milwaukee Airport-Buses, WI",General Mitchell Int'l Airport, ,2019-07-01T07:03:27,-87.903077,42.947175,-87.9030769999828,42.9471749999862
552,Station Building (with waiting room),TRAIN,53203,WI,Milwaukee, ,433 West St. Paul Avenue,Intermodal Station,MKE,"Milwaukee-Downtown, WI",Intermodal Station, ,2019-07-01T07:03:27,-87.917104,43.034518,-87.9171040000065,43.0345179998474
553,Platform with Shelter,TRAIN,38646,MS,Marks, ,285 Cherry St, ,MKS,"Marks, MS", , ,2019-02-23T07:03:21,-90.272342,34.258227,-90.2723420003931,34.2582269996949
554,Station Building (with waiting room),BUS,61265,IL,Moline, ,1200 River Drive, ,MLI,"Moline, IL", , ,2018-09-26T07:04:49,-90.521104,41.506758,-90.5211039997758,41.5067579999208
555,Curbside Bus Stop only (no shelter),BUS,98837,WA,Moses Lake, ,1810 East Kittleson Road, ,MLK,"Moses Lake, WA", , ,2018-09-27T04:05:19,-119.24536,47.101976,-119.245360000354,47.1019760001815
556,Curbside Bus Stop only (no shelter),BUS,93546,CA,Mammoth Lakes, ,1 Minaret Road, ,MMK,"Mammoth Lakes, CA", , ,2018-02-18T04:04:50,-119.0389,37.651389,-119.038900000077,37.651389000304
557,Platform with Shelter,TRAIN,25136,WV,Montgomery, ,Third Avenue and Washington Street, ,MNG,"Montgomery, WV", , ,2017-11-11T04:06:50,-81.32403,38.180743,-81.3240300003871,38.1807430001409
558,Curbside Bus Stop only (no shelter),BUS,54751,WI,Menomonie, ,302 10th Avenue East,University of Wisconsin Stout,MNM,"Menomonie, WI",University of Wisconsin Stout, ,2018-09-28T04:04:52,-91.926059,44.873665,-91.9260589998884,44.8736650000206
559,Station Building (with waiting room),BUS,15146,PA,Monroeville, ,4210 William Penn Highway, ,MNR,"Monroeville, PA", , ,2018-07-19T07:04:41,-79.761749,40.438067,-79.7617490003513,40.4380670002723
560,Curbside Bus Stop only (no shelter),BUS,13662,NY,Massena, ,15054 State Highway 37, ,MNY,"Massena, NY", , ,2018-06-22T07:04:38,-74.945391,44.923283,-74.9453909997953,44.9232829997987
561,Curbside Bus Stop only (no shelter),BUS,83843,ID,Moscow, ,1006 Railroad Street, ,MOC,"Moscow, ID", , ,2018-09-26T04:05:02,-117.005388,46.725931,-117.005387999736,46.7259309997365
562,Station Building (with waiting room),TRAIN,95355,CA,Modesto, ,1700 Held Drive, ,MOD,"Modesto, CA", , ,2017-11-11T04:06:51,-120.912913,37.668951,-120.912913000077,37.6689509999701
563,Curbside Bus Stop only (no shelter),BUS,81201,CO,Salida, ,23715 U.S. Highway 50, ,MOH,"Monarch Mountain, CO", ,Salida,2022-02-04T07:04:15,-106.33176,38.512092,-106.331760000426,38.5120919999646
564,Curbside Bus Stop only (no shelter),BUS,93501,CA,Mojave, ,15900 Sierra Highway, ,MOJ,"Mojave, CA", , ,2018-09-29T04:04:55,-118.173181,35.05249,-118.173180999629,35.0524900002988
565,Curbside Bus Stop only (no shelter),BUS,49336,MI,Morley, ,4981 Northland Drive, ,MOR,"Morley, MI", , ,2022-08-15T07:04:38,-85.443821,43.539299,-85.4438210004346,43.5392989997841
566,Station Building (with waiting room),TRAIN,58701,ND,Minot, ,400 1st Avenue S.W., ,MOT,"Minot, ND", , ,2017-11-11T04:06:51,-101.298557,48.236083,-101.2985569997,48.2360830001704
567,Curbside Bus Stop only (no shelter),BUS,92518,CA,Riverside, ,14160 Meridian Parkway, ,MOV,"Moreno Valley, CA", , ,2018-09-26T04:05:03,-117.288588,33.912758,-117.288587999802,33.9127580002444
568,Platform only (no shelter),TRAIN,93021,CA,Moorpark, ,300 High Street, ,MPK,"Moorpark, CA", , ,2018-09-14T04:05:03,-118.878059,34.28476,-118.878059000245,34.284759999848
569,Platform only (no shelter),BUS,97453,OR,Mapleton, ,10756 OR-126, ,MPL,"Mapleton, OR", , ,2022-03-11T02:03:47,-123.8575,44.026824,-123.85749999975,44.0268240000426
570,Station Building (with waiting room),TRAIN,05602,VT,Montpelier, ,297 Junction Road, ,MPR,"Montpelier-Berlin, VT", ,Berlin,2017-11-06T07:05:24,-72.606394,44.255749,-72.6063939998581,44.2557489997165
571,Station Building (with waiting room),BUS,48858,MI,Mt. Pleasant, ,300 East Broomfield Street,Central Michigan University,MPT,"Mt. Pleasant, MI",Central Michigan University, ,2018-09-27T04:05:19,-84.772629,43.58182,-84.7726290001159,43.5818199998262
572,Station Building (with waiting room),BUS,49855,MI,Marquette, ,1325 Commerce Drive, ,MQT,"Marquette, MI", , ,2018-09-27T04:05:19,-87.452499,46.557825,-87.4524990001863,46.5578250001987
573,Station Building (with waiting room),TRAIN,25401,WV,Martinsburg, ,229 East Martin Street, ,MRB,"Martinsburg, WV", , ,2018-05-16T04:04:33,-77.961014,39.458661,-77.9610139999347,39.4586609997598
574,Station Building (with waiting room),TRAIN,85138,AZ,Maricopa, ,44605 West Mercado Street, ,MRC,"Maricopa, AZ", ,Phoenix,2022-05-28T02:03:47,-112.047592,33.056191,-112.047592000427,33.0561909999143
575,Curbside Bus Stop only (no shelter),BUS,95338,CA,Mariposa, ,Highway 140 and 7th Street,Midtown YARTS bus stop,MRM,"Mariposa, CA",Midtown YARTS bus stop, ,2019-02-14T04:03:26,-119.966205,37.485747,-119.966204999987,37.4857469999239
576,Curbside Bus Stop only (no shelter),BUS,95338,CA,Mariposa, ,4974 Joe Howard Street,Mariposa Park and Ride,MRP,"Mariposa, CA",Mariposa Park and Ride, ,2019-02-14T04:03:27,-119.974222,37.491268,-119.974222000367,37.4912679997083
577,Station Building (with waiting room),BUS,95901,CA,Marysville, ,858 I Street, ,MRV,"Marysville, CA", , ,2018-09-26T04:05:04,-121.597259,39.143721,-121.59725899966,39.1437210000799
578,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,500 Tyler Street ,Transit Plaza,MRY,"Monterey, CA",Transit Plaza, ,2019-02-14T04:03:27,-121.894331,36.597611,-121.894330999939,36.597611000041
579,Curbside Bus Stop only (no shelter),BUS,55111,MN,St. Paul, ,4300 Glumack Drive,Minneapolis-St Paul Intl Airport,MSL,"St. Paul-Minneapolis, MN",Minneapolis-St Paul Intl Airport,"St Paul,Saint Paul,Minneapolis",2018-09-27T04:05:19,-93.210772,44.882625,-93.2107720001085,44.8826249999264
580,Curbside Bus Stop only (no shelter),BUS,53706,WI,Madison, ,250 North Lake Street,Univ of Wisc - Gordon Center,MSN,"Madison, WI",Univ of Wisc - Gordon Center, ,2020-07-08T15:08:11,-89.397612,43.071201,-89.3976120002278,43.0712009998324
581,Station Building (with waiting room),TRAIN,55101,MN,St. Paul, ,240 Kellogg Boulevard East,Union Depot,MSP,"St. Paul-Minneapolis, MN",Union Depot,"Minneapolis,St Paul,Saint Paul,Union Depot",2018-09-15T07:04:41,-93.085355,44.947661,-93.0853549999003,44.9476609998021
582,Station Building (with waiting room),TRAIN,20110,VA,Manassas, ,9431 West Street, ,MSS,"Manassas, VA", , ,2017-11-11T04:06:55,-77.472577,38.750084,-77.4725770001556,38.7500840000733
583,Curbside Bus Stop only (no shelter),BUS,54220,WI,Manitowoc, ,1701 South 41st Street, ,MTC,"Manitowoc, WI", , ,2018-09-28T04:04:52,-87.698759,44.078388,-87.6987590001615,44.0783880000909
584,Curbside Bus Stop only (no shelter),BUS,49663,MI,Manton, ,102 South Michigan Avenue, ,MTO,"Manton, MI", , ,2018-09-27T04:05:20,-85.398401,44.410563,-85.3984010001816,44.410562999785
585,Station Building (with waiting room),TRAIN,52641,IA,Mount Pleasant, ,418 North Adams Street, ,MTP,"Mount Pleasant, IA", , ,2019-08-19T04:03:26,-91.550772,40.971179,-91.5507720002597,40.971178999907
586,Station Building (with waiting room),TRAIN,H3B 4G1,QC,Montreal, ,895 rue de la Gauchetiere ouest,Gare Centrale / Central Station,MTR,"Montreal, QC",Gare Centrale / Central Station,"Central,Centrale,Gare,Quebec",2019-12-12T04:03:21,-73.565767,45.500169,-73.5657670003898,45.5001690000934
587,Station Building (with waiting room),TRAIN,94553,CA,Martinez, ,601 Marina Vista Avenue, ,MTZ,"Martinez, CA", , ,2017-11-06T07:05:26,-122.138784,38.018921,-122.138784000093,38.0189209999301
588,Curbside Bus Stop only (no shelter),BUS,62864,IL,Mt. Vernon, ,102 Potomac Boulevard, ,MVI,"Mt. Vernon, IL", , ,2018-09-29T04:04:55,-88.956426,38.313911,-88.9564259999145,38.3139110003409
589,Platform with Shelter,TRAIN,72104,AR,Malvern, ,200 East First Street, ,MVN,"Malvern, AR", , ,2017-11-11T04:06:57,-92.814018,34.365484,-92.8140179996611,34.3654839999158
590,Station Building (with waiting room),TRAIN,98273,WA,Mount Vernon, ,105 East Kincaid Street, ,MVW,"Mount Vernon, WA", , ,2018-09-14T04:05:03,-122.334738,48.41847,-122.334738000103,48.4184700002345
591,Curbside Bus Stop only (no shelter),BUS,54143,WI,Marinette, ,2900 Roosevelt AVe, ,MWI,"Marinette, WI", , ,2021-03-03T04:04:04,-87.658441,45.074637,-87.6584410004293,45.074637000282
592,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,886 Cannery Row,Monterey Bay Aquarium,MYA,"Monterey, CA",Monterey Bay Aquarium, ,2019-02-14T04:03:27,-121.90164,36.61768,-121.901640000315,36.6176800001218
593,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,1 Old Golf Course Road,Hyatt Regency Hotel,MYH,"Monterey, CA",Hyatt Regency Hotel, ,2019-02-14T04:03:28,-121.877311,36.591861,-121.877311000239,36.5918609998776
594,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,438 Calle Principal,Calle Principal Parking Garage,MYM,"Monterey, CA",Calle Principal Parking Garage, ,2023-01-03T12:18:53,-121.895837,36.599285,-121.89583700036,36.5992850001863
595,Station Building (with waiting room),TRAIN,06355,CT,Mystic, ,2 Roosevelt Avenue, ,MYS,"Mystic, CT", , ,2018-09-14T04:05:04,-71.963093,41.350934,-71.9630930002786,41.3509339997277
596,Curbside Bus Stop only (no shelter),BUS,93940,CA,Monterey, ,351 Fremont Street,Chevron gas station,MYT,"Monterey, CA",Chevron gas station, ,2019-02-14T04:03:29,-121.892522,36.595379,-121.89252199957,36.5953790003254
597,Curbside Bus Stop only (no shelter),TRAIN,93955,CA,Seaside-Marina, ,5101 4th Avenue,CSU-Monterey Bay,MYU,"Seaside-Marina, CA",CSU-Monterey Bay, ,2023-02-01T07:07:22,-121.801379,36.653516,-121.801379000013,36.653515999698
598,Curbside Bus Stop only (no shelter),BUS,83687,ID,Nampa, ,3319 Garrity Boulevard, ,NAM,"Nampa, ID", , ,2018-09-26T04:05:05,-116.529658,43.588257,-116.529658000231,43.5882570002557
599,Station Building (with waiting room),BUS,02554,MA,Nantucket, ,1 Steamboat Wharf, ,NAN,"Nantucket, MA", , ,2023-09-10T07:00:00,-70.095556,41.28598,-70.0955560000773,41.2859800000775
600,Curbside Bus Stop only (no shelter),BUS,94559,CA,Napa, ,625 Burnell Street, ,NAP,"Napa, CA", , ,2018-05-26T04:04:25,-122.280022,38.297617,-122.280021999728,38.2976169998903
601,Station Building (with waiting room),TRAIN,08901,NJ,New Brunswick, ,French and Albany Streets, ,NBK,"New Brunswick, NJ", , ,2018-09-14T04:05:04,-74.446265,40.496522,-74.4462650003494,40.4965219998836
602,Station Building (with waiting room),TRAIN,38059,TN,Newbern, ,108 Jefferson St, ,NBN,"Newbern-Dyersburg, TN", ,Dyersburg,2017-11-06T07:05:28,-89.262264,36.112711,-89.2622639996878,36.1127109996525
603,Curbside Bus Stop only (no shelter),BUS,28560,NC,New Bern, ,203 South Front Street, ,NBR,"New Bern, NC", ,"Havelock,Morehead City",2018-10-22T07:08:02,-77.036948,35.104416,-77.0369479997494,35.1044159997932
604,Platform with Shelter,TRAIN,49117,MI,New Buffalo, ,226 North Whittaker Street, ,NBU,"New Buffalo, MI", , ,2017-11-11T04:07:01,-86.745782,41.796656,-86.7457819999612,41.7966560000383
605,Curbside Bus Stop only (no shelter),BUS,75965,TX,Nacogdoches, ,10175 US Highway 259, ,NCG,"Nacogdoches, TX", , ,2024-05-06T02:06:58,-94.677186,31.703839,-94.6771860003589,31.7038390001183
606,Station Building (with waiting room),TRAIN,20784,MD,New Carrollton, ,4300 Garden City Drive, ,NCR,"New Carrollton, MD", , ,2017-11-06T07:05:28,-76.871494,38.948098,-76.8714940000163,38.9480980002129
607,Station Building (with waiting room),BUS,03860,NH,North Conway, ,2760 White Mountain Highway, ,NCW,"North Conway, NH", , ,2018-09-27T04:05:22,-71.129461,44.054485,-71.1294609998202,44.0544850002141
608,Platform only (no shelter),TRAIN,92363,CA,Needles, ,950 Front Street, ,NDL,"Needles, CA", , ,2024-06-09T02:00:04,-114.606188,34.840616,-114.606187999837,34.8406159997006
609,Station Building (with waiting room),TRAIN,67114,KS,Newton, ,414 North Main Street, ,NEW,"Newton, KS", , ,2017-11-11T04:07:03,-97.344886,38.046976,-97.3448859995574,38.0469760003138
610,Curbside Bus Stop only (no shelter),BUS,17069,PA,New Buffalo, ,3298 Susquehanna Trail, ,NFF,"New Buffalo, PA", , ,2018-07-19T07:04:41,-76.98243,40.447646,-76.982429999741,40.4476459999722
611,Station Building (with waiting room),TRAIN,23510,VA,Norfolk, ,280 Park Avenue, ,NFK,"Norfolk, VA", , ,2018-09-14T04:05:04,-76.276195,36.843509,-76.2761949995649,36.8435089998308
612,Station Building (with waiting room),TRAIN,14305,NY,Niagara Falls, ,825 Depot Avenue West, ,NFL,"Niagara Falls, NY", , ,2017-11-11T04:07:04,-79.055276,43.109908,-79.0552759996254,43.1099079997005
613,Station Building (with waiting room),TRAIN,L2E 2R6,ON,Niagara Falls, ,4267 Bridge Street, ,NFS,"Niagara Falls, ON", , ,2017-11-11T04:07:04,-79.063291,43.108736,-79.0632910003556,43.1087360000011
614,Platform with Shelter,BUS,91321,CA,Santa Clarita, ,24300 Railroad Avenue, ,NHL,"Santa Clarita-Newhall, CA", ,Newhall,2018-09-26T07:04:51,-118.527338,34.379451,-118.527337999621,34.3794509996341
615,Platform with Shelter,TRAIN,01060,MA,Northampton, ,170 Pleasant Street, ,NHT,"Northampton, MA", , ,2017-11-11T04:07:04,-72.626379,42.318858,-72.626378999647,42.3188579999679
616,Station Building (with waiting room),TRAIN,06519,CT,New Haven, ,50 Union Avenue,Union Station,NHV,"New Haven, CT",Union Station,Union Station,2018-04-27T07:04:12,-72.92667,41.297714,-72.9266699995589,41.2977139998218
617,Platform only (no shelter),TRAIN,70560,LA,New Iberia, ,402 West Washington Street, ,NIB,"New Iberia, LA", , ,2018-09-14T04:05:05,-91.823809,30.008415,-91.8238090001903,30.0084150003178
618,Station Building (with waiting room),TRAIN,06320,CT,New London, ,27 Water Street,Union Station,NLC,"New London, CT",Union Station,Union Station,2017-11-06T07:05:29,-72.093225,41.354267,-72.0932249995967,41.3542670001147
619,Station Building (with waiting room),TRAIN,49120,MI,Niles, ,598 Dey Street, ,NLS,"Niles, MI", , ,2017-11-11T04:07:05,-86.252372,41.837412,-86.2523720004311,41.8374119997038
620,Station Building (with waiting room),TRAIN,70113,LA,New Orleans, ,1001 Loyola Avenue,Union Passenger Terminal,NOL,"New Orleans, LA",Union Passenger Terminal,Union Passenger Depot,2018-07-06T07:04:34,-90.078291,29.946085,-90.078290999566,29.9460849999459
621,Platform only (no shelter),TRAIN,73069,OK,Norman, ,200 South Jones Avenue, ,NOR,"Norman, OK", , ,2024-06-09T02:00:04,-97.443013,35.219963,-97.4430129997994,35.2199629999512
622,Curbside Bus Stop only (no shelter),BUS,97133,OR,North Plains, ,31450 NW Commercial Street, ,NPL,"North Plains, OR", , ,2020-07-08T14:48:44,-123.001024,45.597696,-123.00102399972,45.5976960000102
623,Station Building (with waiting room),TRAIN,23602,VA,Newport News, ,500B Bland Blvd, ,NPN,"Newport News, VA", , ,2024-08-24T01:05:36,-76.517023,37.122325,-76.5170230002048,37.1223249997176
624,Station Building (with waiting room),BUS,97365,OR,Newport, ,169 Southwest Coast Hwy, ,NPO,"Newport, OR", , ,2022-03-09T07:04:17,-124.054486,44.635191,-124.054485999629,44.6351909999712
625,Station Building (with waiting room),TRAIN,60540,IL,Naperville, ,105 E. Fourth Ave., ,NPV,"Naperville, IL", , ,2018-09-14T04:05:05,-88.145497,41.779514,-88.1454970003591,41.7795139998345
626,Station Building (with waiting room),TRAIN,91324,CA,Los Angeles, ,8775 Wilbur Ave, ,NRG,"Northridge, CA", , ,2022-05-21T07:04:20,-118.545417,34.230659,-118.545416999854,34.2306590000464
627,Platform with Shelter,TRAIN,19713,DE,Newark, ,10 Mopar Drive,Thomas R. Carper Station,NRK,"Newark, DE",Thomas R. Carper Station, ,2024-06-03T02:06:59,-75.753513,39.669686,-75.7535130003447,39.6696859997909
628,Station Building (with waiting room),TRAIN,10801,NY,New Rochelle, ,1 Railroad Plaza, ,NRO,"New Rochelle, NY", , ,2018-09-14T04:05:05,-73.784329,40.911451,-73.7843289999698,40.9114509996941
629,Platform only (no shelter),TRAIN,27607,NC,Raleigh, ,1025 Blue Ridge Road, ,NSF,"North Carolina State Fair, NC", ,"raleigh,fair,state fair,nc state fair",2018-09-29T07:04:45,-78.706292,35.794203,-78.7062920002991,35.7942029996675
630,Curbside Bus Stop only (no shelter),BUS,03064,NH,Nashua, ,8 North Southwood Drive, ,NSH,"Nashua, NH", , ,2018-09-27T04:05:22,-71.503866,42.790718,-71.5038660002653,42.790717999887
631,Station Building (with waiting room),BUS,37203,TN,Nashville, ,709 Rep John Lewis Way South, ,NVL,"Nashville, TN", , ,2022-05-28T02:03:47,-86.77305,36.152068,-86.7730500001862,36.1520680000701
632,Station Building (with waiting room),BUS,02740,MA,New Bedford, ,134 Elm Street,SRTA Bus Terminal,NWB,"New Bedford, MA",SRTA Bus Terminal, ,2023-08-25T07:00:00,-70.927564,41.636026,-70.9275640001139,41.6360260000986
633,Station Building (with waiting room),BUS,02740,MA,New Bedford, ,49 State Pier,Seastreak Ferry Terminal,NWF,"New Bedford, MA",Seastreak Ferry Terminal, ,2023-08-26T07:00:00,-70.919679,41.635165,-70.9196789999783,41.6351650003034
634,Station Building (with waiting room),TRAIN,07102,NJ,Newark, ,1 Raymond Plaza West,Penn Station,NWK,"Newark, NJ",Penn Station,Penn Station,2018-09-14T07:04:51,-74.16475,40.734706,-74.1647499999063,40.7347059999515
635,Station Building (with waiting room),BUS,02840,RI,Newport, ,39 America's Cup Avenue, ,NWP,"Newport, RI", , ,2018-05-16T07:04:26,-71.317116,41.488656,-71.317116000316,41.4886560002675
636,Platform with Shelter,TRAIN,13209,NY,Syracuse, ,581 State Fair Boulevard, ,NYF,"New York State Fair, NY", , ,2022-08-05T07:04:27,-76.229473,43.071924,-76.2294730000036,43.0719239999509
637,Station Building (with waiting room),TRAIN,10001,NY,New York, ,351 West 31st Street,Moynihan Train Hall at Penn Sta.,NYP,"New York, NY",Moynihan Train Hall at Penn Sta.,"nyc,Penn Station,Moynihan Train Hall,new york city,newyork",2022-08-04T07:04:30,-73.996327,40.751038,-73.9963269998872,40.7510379997121
638,Platform with Shelter,TRAIN,94621,CA,Oakland, ,700 73rd Avenue,Coliseum/Airport Station,OAC,"Oakland, CA",Coliseum/Airport Station, ,2019-02-14T07:03:24,-122.198147,37.752499,-122.198146999806,37.7524989997045
639,Curbside Bus Stop only (no shelter),BUS,93644,CA,Oakhurst, ,40530 Highway 41, ,OAH,"Oakhurst, CA", , ,2018-02-18T04:04:50,-119.646282,37.335324,-119.646281999565,37.3353240001344
640,Curbside Bus Stop only (no shelter),BUS,97534,OR,O'Brien, ,33096 Redwood Parkway, ,OBR,"O'Brien, CA", ,"OBrien,O'Brian,OBrian",2018-09-12T07:04:40,-123.703685,42.066877,-123.703685000436,42.0668769998146
641,Curbside Bus Stop only (no shelter),BUS,34470,FL,Ocala, ,531 Northeast First Avenue, ,OCA,"Ocala, FL", , ,2018-09-26T04:05:06,-82.135282,29.192235,-82.1352819999827,29.1922349998232
642,Station Building (with waiting room),BUS,21842,MD,Ocean City, ,12848 Ocean Gateway, ,OCM,"Ocean City, MD", , ,2018-09-27T04:05:23,-75.102911,38.334867,-75.1029109998873,38.3348670000442
643,Curbside Bus Stop only (no shelter),BUS,54153,WI,Oconto, ,517 Smith Avenue, ,OCO,"Oconto, WI", , ,2018-09-28T04:04:53,-87.887149,44.879381,-87.8871490004261,44.879381000136
644,Curbside Bus Stop only (no shelter),BUS,21811,MD,Berlin, ,11011 Manklin Creek Road, ,OCP,"Ocean Pines-Berlin, MD", , ,2018-09-27T04:05:23,-75.164144,38.37621,-75.1641440000693,38.3762100000436
645,Station Building (with waiting room),BUS,84401,UT,Ogden, ,2393 Wall Avenue, ,OGD,"Ogden, UT", , ,2018-09-27T04:05:23,-111.979027,41.223128,-111.979027000303,41.2231279999111
646,Station Building (with waiting room),TRAIN,73102,OK,Oklahoma City, ,100 South E.K. Gaylord Boulevard, ,OKC,"Oklahoma City, OK", , ,2017-11-11T04:07:11,-97.512749,35.46549,-97.5127489997099,35.4654900003272
647,Platform with Shelter,TRAIN,34972,FL,Okeechobee, ,801 North Parrott Avenue, ,OKE,"Okeechobee, FL", , ,2017-11-11T04:07:12,-80.830812,27.251867,-80.8308119995794,27.251867000214
648,Station Building (with waiting room),TRAIN,94607,CA,Oakland, ,245 Second Street,Jack London Square Station,OKJ,"Oakland, CA",Jack London Square Station, ,2019-02-14T07:03:25,-122.271667,37.793866,-122.271667000137,37.7938659999275
649,Station Building (with waiting room),TRAIN,L6J 2W6,ON,Oakville, ,200 Cross Avenue, ,OKL,"Oakville, ON", , ,2017-11-11T04:07:12,-79.682392,43.455394,-79.6823919997304,43.4553939998596
650,Platform only (no shelter),BUS,97463,OR,Oakridge, ,48067 Hwy 58, ,OKR,"Oakridge, OR", , ,2020-11-19T07:04:07,-122.467237,43.745008,-122.467237000008,43.745007999974
